Fecha,Precio medio diario sin impuestos (€/MWh),Impuesto eléctrico (€/MWh),IVA (€/MWh),Precio total con impuestos (€/MWh)
2014-04-01,24.8275,1.2693546788480001,5.48033948255808,31.57719416140608
2014-04-02,38.73166666666666,1.9802324963413331,8.549498824231678,49.26139798723967
2014-04-03,34.61541666666667,1.7697811340693335,7.64089153815456,44.026089338890564
2014-04-04,12.13375,0.6203617897279999,2.6783634758428794,15.432475265570877
2014-04-05,22.365,1.1434545319679998,4.93677545171328,28.44522998368128
2014-04-06,26.097083333333334,1.3342646192106666,5.76058307003424,33.191931022578245
2014-04-07,38.14791666666667,1.9503871315733334,8.420643797630401,48.5189475958704
2014-04-08,40.155,2.0530032072960003,8.86368067353216,51.07168388082816
2014-04-09,36.8325,1.883133872064,8.13028311313344,46.84591698519745
2014-04-10,38.15208333333333,1.9506001605866665,8.4215635337232,48.5242470276432
2014-04-11,32.57625,1.665524734944,7.19077269433824,41.432547429282245
2014-04-12,14.716666666666667,0.7524184750933334,3.2485078797696,18.717593021529602
2014-04-13,14.168750000000001,0.7244051598400001,3.1275625835664003,18.0207177434064
2014-04-14,29.82625,1.524925586144,6.583746873090241,37.934922459234244
2014-04-15,42.14541666666667,2.1547671669653337,9.30303860506272,53.60322243869473
2014-04-16,42.432916666666664,2.169466168885333,9.36650039546592,53.96888323101792
2014-04-17,28.78125,1.4714979096,6.353077061016,36.605824970616
2014-04-18,27.43875,1.402859961504,6.05673809191584,34.89834805341984
2014-04-19,26.5725,1.358571229632,5.8655249582227205,33.796596187854725
2014-04-20,18.642083333333332,0.9531131085546666,4.11499125279648,23.71018769468448
2014-04-21,35.41125,1.8104696756160001,7.81656113187936,45.03828080749536
2014-04-22,32.782916666666665,1.6760909740053334,7.23639160454112,41.69539924521312
2014-04-23,42.57875,2.176922184352,9.39869115871392,54.154363343065924
2014-04-24,36.60916666666667,1.8717155169493334,8.08098525855936,46.56186744217536
2014-04-25,13.407499999999999,0.685484759104,2.9595267994118397,17.05251155851584
2014-04-26,11.429166666666667,0.5843385835733333,2.5228361025504,14.5363413527904
2014-04-27,17.0725,0.8728650792320001,3.7685266666387203,21.713891745870722
2014-04-28,40.105,2.0504468591359997,8.85264384041856,51.00809069955456
2014-04-29,40.76625,2.084254563552,8.99860595834592,51.84911052189792
2014-04-30,42.99583333333334,2.198246388586667,9.490756741603201,54.684836463523204
2014-05-01,33.318333333333335,1.7034652022186667,7.35457769246592,42.37637622801792
2014-05-02,26.388333333333335,1.3491553472426667,5.82487262292096,33.562361303496964
2014-05-03,31.812083333333334,1.6264552138986668,7.02209309491872,40.460631642150716
2014-05-04,44.33833333333333,2.2668843366826668,9.787095710703358,56.39231338071936
2014-05-05,51.444583333333334,2.6302053189226666,11.35570561697376,65.43049426922977
2014-05-06,53.069583333333334,2.713286634122667,11.71440269316576,67.49727266062176
2014-05-07,57.15958333333333,2.9223959136106665,12.617215641858238,72.69919488880223
2014-05-08,55.33291666666667,2.8290039941653333,12.21400333877472,70.37592399960673
2014-05-09,58.569583333333334,2.9944849317226665,12.92845433566176,74.49252260071776
2014-05-10,53.98208333333333,2.7599399880426665,11.915824897488958,68.65784821886496
2014-05-11,46.412083333333335,2.372908876618667,10.24484836408992,59.02984057404192
2014-05-12,53.0375,2.71164631072,11.707320725251199,67.4564670359712
