Fecha,Provincia,Consumo energético (kWh/m²),Media de residentes,Potencia contratada (kW),Tipo de vivienda,TMEDIA,TMIN,TMAX,VELMEDIA,SOL,PRESMAX,PRESMIN
2014-04,MADRID,278.01,2.2,4.4,Piso,14.017697982329562,7.904421381737171,20.127040758461813,2.7265873015873017,8.543333333333333,909.458721019721,904.198190957191
2014-04,MADRID,290.37,4.7,5.5,Adosado,14.017697982329562,7.904421381737171,20.127040758461813,2.7265873015873017,8.543333333333333,909.458721019721,904.198190957191
2014-04,MADRID,418.22,4.9,5.5,Duplex,14.017697982329562,7.904421381737171,20.127040758461813,2.7265873015873017,8.543333333333333,909.458721019721,904.198190957191
2014-04,MADRID,600.0,2.8,5.4,Casa Unifamiliar,14.017697982329562,7.904421381737171,20.127040758461813,2.7265873015873017,8.543333333333333,909.458721019721,904.198190957191
2014-05,MADRID,208.93,3.4,3.4,Piso,15.693495297383244,8.816378176624356,22.570906432748536,2.7276132872503838,9.862903225806452,912.4892961876833,907.7017204301076
2014-05,MADRID,396.29,2.9,3.4,Adosado,15.693495297383244,8.816378176624356,22.570906432748536,2.7276132872503838,9.862903225806452,912.4892961876833,907.7017204301076
2014-05,MADRID,438.16,2.6,6.0,Duplex,15.693495297383244,8.816378176624356,22.570906432748536,2.7276132872503838,9.862903225806452,912.4892961876833,907.7017204301076
2014-05,MADRID,542.49,2.4,3.9,Casa Unifamiliar,15.693495297383244,8.816378176624356,22.570906432748536,2.7276132872503838,9.862903225806452,912.4892961876833,907.7017204301076
2014-06,MADRID,151.13,3.7,4.0,Piso,19.899548175995545,12.699610275689224,27.09427972709552,2.748313492063492,11.359444444444444,912.2776321548822,908.3733367003367
2014-06,MADRID,351.42,3.0,5.4,Adosado,19.899548175995545,12.699610275689224,27.09427972709552,2.748313492063492,11.359444444444444,912.2776321548822,908.3733367003367
2014-06,MADRID,385.85,2.5,3.8,Duplex,19.899548175995545,12.699610275689224,27.09427972709552,2.748313492063492,11.359444444444444,912.2776321548822,908.3733367003367
2014-06,MADRID,501.94,3.1,3.6,Casa Unifamiliar,19.899548175995545,12.699610275689224,27.09427972709552,2.748313492063492,11.359444444444444,912.2776321548822,908.3733367003367
2014-07,MADRID,243.27,4.4,5.5,Piso,22.688751751691054,15.344905341310264,30.031156890883125,2.6298921105775945,11.98010752688172,915.4521556579622,911.6561610343061
2014-07,MADRID,322.43,4.4,3.3,Adosado,22.688751751691054,15.344905341310264,30.031156890883125,2.6298921105775945,11.98010752688172,915.4521556579622,911.6561610343061
2014-07,MADRID,450.0,4.7,5.2,Duplex,22.688751751691054,15.344905341310264,30.031156890883125,2.6298921105775945,11.98010752688172,915.4521556579622,911.6561610343061
2014-07,MADRID,600.0,3.8,6.6,Casa Unifamiliar,22.688751751691054,15.344905341310264,30.031156890883125,2.6298921105775945,11.98010752688172,915.4521556579622,911.6561610343061
2014-08,MADRID,204.51,3.2,6.3,Piso,23.53835502735333,16.150498962459913,30.931943972835317,2.6261597542242705,11.721505376344087,914.411559139785,911.2349462365592
2014-08,MADRID,387.12,4.7,3.8,Adosado,23.53835502735333,16.150498962459913,30.931943972835317,2.6261597542242705,11.721505376344087,914.411559139785,911.2349462365592
2014-08,MADRID,433.65,4.6,4.8,Duplex,23.53835502735333,16.150498962459913,30.931943972835317,2.6261597542242705,11.721505376344087,914.411559139785,911.2349462365592
2014-08,MADRID,556.04,2.1,4.1,Casa Unifamiliar,23.53835502735333,16.150498962459913,30.931943972835317,2.6261597542242705,11.721505376344087,914.411559139785,911.2349462365592
2014-09,MADRID,294.18,2.3,4.0,Piso,20.034974658869395,13.854633528265108,26.221150097465888,2.1889861111111113,7.9350000000000005,915.1781944444444,912.004537037037
2014-09,MADRID,272.79,4.9,4.6,Adosado,20.034974658869395,13.854633528265108,26.221150097465888,2.1889861111111113,7.9350000000000005,915.1781944444444,912.004537037037
2014-09,MADRID,450.0,2.3,6.2,Duplex,20.034974658869395,13.854633528265108,26.221150097465888,2.1889861111111113,7.9350000000000005,915.1781944444444,912.004537037037
2014-09,MADRID,575.25,2.6,3.8,Casa Unifamiliar,20.034974658869395,13.854633528265108,26.221150097465888,2.1889861111111113,7.9350000000000005,915.1781944444444,912.004537037037
2014-10,MADRID,177.38,3.8,6.3,Piso,16.573608214083595,10.830312922565744,22.317510496275478,1.9124566365007543,6.873118279569892,916.2331362007169,912.7170609318997
2014-10,MADRID,315.52,3.5,4.2,Adosado,16.573608214083595,10.830312922565744,22.317510496275478,1.9124566365007543,6.873118279569892,916.2331362007169,912.7170609318997
2014-10,MADRID,450.0,2.1,4.4,Duplex,16.573608214083595,10.830312922565744,22.317510496275478,1.9124566365007543,6.873118279569892,916.2331362007169,912.7170609318997
2014-10,MADRID,473.93,5.0,5.6,Casa Unifamiliar,16.573608214083595,10.830312922565744,22.317510496275478,1.9124566365007543,6.873118279569892,916.2331362007169,912.7170609318997
2014-11,MADRID,211.53,4.8,6.6,Piso,9.6626211823379,5.8061533498035045,13.527172740228469,2.548484126984127,3.872777777777778,909.1731111111111,903.683925925926
2014-11,MADRID,291.59,3.2,6.2,Adosado,9.6626211823379,5.8061533498035045,13.527172740228469,2.548484126984127,3.872777777777778,909.1731111111111,903.683925925926
2014-11,MADRID,392.26,4.2,4.5,Duplex,9.6626211823379,5.8061533498035045,13.527172740228469,2.548484126984127,3.872777777777778,909.1731111111111,903.683925925926
2014-11,MADRID,600.0,2.6,4.6,Casa Unifamiliar,9.6626211823379,5.8061533498035045,13.527172740228469,2.548484126984127,3.872777777777778,909.1731111111111,903.683925925926
2014-12,MADRID,218.14,3.6,5.4,Piso,5.909404559786563,0.6563473199126849,11.162859298784596,1.9971735791090628,5.947311827956989,922.0537813620072,917.5499193548387
2014-12,MADRID,383.27,2.8,3.5,Adosado,5.909404559786563,0.6563473199126849,11.162859298784596,1.9971735791090628,5.947311827956989,922.0537813620072,917.5499193548387
2014-12,MADRID,347.5,2.9,4.0,Duplex,5.909404559786563,0.6563473199126849,11.162859298784596,1.9971735791090628,5.947311827956989,922.0537813620072,917.5499193548387
2014-12,MADRID,600.0,4.1,3.4,Casa Unifamiliar,5.909404559786563,0.6563473199126849,11.162859298784596,1.9971735791090628,5.947311827956989,922.0537813620072,917.5499193548387
2015-01,MADRID,291.74,2.3,3.8,Piso,5.1035453216374265,-0.7302938124882098,10.93803386153556,2.267062507385088,6.465591397849463,925.9733064516129,919.7195519713263
2015-01,MADRID,322.77,4.6,5.2,Adosado,5.1035453216374265,-0.7302938124882098,10.93803386153556,2.267062507385088,6.465591397849463,925.9733064516129,919.7195519713263
2015-01,MADRID,391.98,3.8,3.7,Duplex,5.1035453216374265,-0.7302938124882098,10.93803386153556,2.267062507385088,6.465591397849463,925.9733064516129,919.7195519713263
2015-01,MADRID,600.0,2.2,6.3,Casa Unifamiliar,5.1035453216374265,-0.7302938124882098,10.93803386153556,2.267062507385088,6.465591397849463,925.9733064516129,919.7195519713263
2015-02,MADRID,191.07,3.9,6.0,Piso,4.835446889282028,0.6149222166936948,9.055226761757334,3.612961800104657,5.197619047619048,914.0062996031746,908.3067956349206
2015-02,MADRID,400.0,2.2,6.5,Adosado,4.835446889282028,0.6149222166936948,9.055226761757334,3.612961800104657,5.197619047619048,914.0062996031746,908.3067956349206
2015-02,MADRID,450.0,3.7,6.3,Duplex,4.835446889282028,0.6149222166936948,9.055226761757334,3.612961800104657,5.197619047619048,914.0062996031746,908.3067956349206
2015-02,MADRID,465.02,3.7,6.3,Casa Unifamiliar,4.835446889282028,0.6149222166936948,9.055226761757334,3.612961800104657,5.197619047619048,914.0062996031746,908.3067956349206
2015-03,MADRID,274.31,4.9,4.4,Piso,9.420324124273366,3.3205206544983583,15.517065336887445,2.923709677419355,6.6930107526881715,913.304034352744,909.241935483871
2015-03,MADRID,332.06,3.8,6.5,Adosado,9.420324124273366,3.3205206544983583,15.517065336887445,2.923709677419355,6.6930107526881715,913.304034352744,909.241935483871
2015-03,MADRID,385.76,3.6,4.1,Duplex,9.420324124273366,3.3205206544983583,15.517065336887445,2.923709677419355,6.6930107526881715,913.304034352744,909.241935483871
2015-03,MADRID,600.0,2.9,6.4,Casa Unifamiliar,9.420324124273366,3.3205206544983583,15.517065336887445,2.923709677419355,6.6930107526881715,913.304034352744,909.241935483871
2015-04,MADRID,207.79,4.5,4.0,Piso,12.426805891362394,6.49387962962963,18.362086292119184,2.8053548853107677,7.817222222222222,910.6883203463203,906.3181515151515
2015-04,MADRID,302.11,3.1,4.1,Adosado,12.426805891362394,6.49387962962963,18.362086292119184,2.8053548853107677,7.817222222222222,910.6883203463203,906.3181515151515
2015-04,MADRID,450.0,2.8,5.7,Duplex,12.426805891362394,6.49387962962963,18.362086292119184,2.8053548853107677,7.817222222222222,910.6883203463203,906.3181515151515
2015-04,MADRID,551.04,3.0,4.9,Casa Unifamiliar,12.426805891362394,6.49387962962963,18.362086292119184,2.8053548853107677,7.817222222222222,910.6883203463203,906.3181515151515
2015-05,MADRID,300.0,4.7,5.3,Piso,17.374047405040113,9.772972944695706,24.975405647261734,2.940843084545646,10.629247311827957,910.1491788856305,905.5177419354839
2015-05,MADRID,400.0,2.5,4.7,Adosado,17.374047405040113,9.772972944695706,24.975405647261734,2.940843084545646,10.629247311827957,910.1491788856305,905.5177419354839
2015-05,MADRID,367.82,3.7,3.5,Duplex,17.374047405040113,9.772972944695706,24.975405647261734,2.940843084545646,10.629247311827957,910.1491788856305,905.5177419354839
2015-05,MADRID,527.16,4.2,6.5,Casa Unifamiliar,17.374047405040113,9.772972944695706,24.975405647261734,2.940843084545646,10.629247311827957,910.1491788856305,905.5177419354839
2015-06,MADRID,295.15,2.1,4.6,Piso,21.77840336953495,14.443118490671122,29.115668337510442,2.3842075163398695,11.066666666666666,910.709101010101,906.9664814814815
2015-06,MADRID,356.36,3.8,4.1,Adosado,21.77840336953495,14.443118490671122,29.115668337510442,2.3842075163398695,11.066666666666666,910.709101010101,906.9664814814815
2015-06,MADRID,345.16,4.9,4.5,Duplex,21.77840336953495,14.443118490671122,29.115668337510442,2.3842075163398695,11.066666666666666,910.709101010101,906.9664814814815
2015-06,MADRID,572.39,4.0,5.8,Casa Unifamiliar,21.77840336953495,14.443118490671122,29.115668337510442,2.3842075163398695,11.066666666666666,910.709101010101,906.9664814814815
2015-07,MADRID,276.42,4.0,6.5,Piso,26.93295980335454,19.13608192317021,34.730846175612726,2.6613779386858134,12.236559139784946,909.8394679514034,906.5881483033096
2015-07,MADRID,400.0,2.5,4.6,Adosado,26.93295980335454,19.13608192317021,34.730846175612726,2.6613779386858134,12.236559139784946,909.8394679514034,906.5881483033096
2015-07,MADRID,450.0,3.4,6.3,Duplex,26.93295980335454,19.13608192317021,34.730846175612726,2.6613779386858134,12.236559139784946,909.8394679514034,906.5881483033096
2015-07,MADRID,600.0,4.1,6.4,Casa Unifamiliar,26.93295980335454,19.13608192317021,34.730846175612726,2.6613779386858134,12.236559139784946,909.8394679514034,906.5881483033096
2015-08,MADRID,168.69,3.5,6.5,Piso,23.346156514388436,16.053937193156834,30.639670331347027,2.608243727598566,10.491397849462366,908.6809547083741,904.97020609319
2015-08,MADRID,312.41,3.3,6.1,Adosado,23.346156514388436,16.053937193156834,30.639670331347027,2.608243727598566,10.491397849462366,908.6809547083741,904.97020609319
2015-08,MADRID,421.52,3.8,5.9,Duplex,23.346156514388436,16.053937193156834,30.639670331347027,2.608243727598566,10.491397849462366,908.6809547083741,904.97020609319
2015-08,MADRID,563.76,3.8,5.7,Casa Unifamiliar,23.346156514388436,16.053937193156834,30.639670331347027,2.608243727598566,10.491397849462366,908.6809547083741,904.97020609319
2015-09,MADRID,289.7,4.8,4.6,Piso,18.161953904368765,11.452288212360967,24.872027634445594,2.2857965686274513,8.266666666666667,908.2663636363636,904.3551515151515
2015-09,MADRID,373.27,4.7,4.1,Adosado,18.161953904368765,11.452288212360967,24.872027634445594,2.2857965686274513,8.266666666666667,908.2663636363636,904.3551515151515
2015-09,MADRID,366.85,3.7,4.4,Duplex,18.161953904368765,11.452288212360967,24.872027634445594,2.2857965686274513,8.266666666666667,908.2663636363636,904.3551515151515
2015-09,MADRID,600.0,2.2,6.3,Casa Unifamiliar,18.161953904368765,11.452288212360967,24.872027634445594,2.2857965686274513,8.266666666666667,908.2663636363636,904.3551515151515
2015-10,MADRID,300.0,3.6,3.5,Piso,13.996835122651687,8.846094742252987,19.146952834968666,2.158153574761734,5.394086021505377,914.5576763021925,910.7676330121492
2015-10,MADRID,400.0,3.8,3.9,Adosado,13.996835122651687,8.846094742252987,19.146952834968666,2.158153574761734,5.394086021505377,914.5576763021925,910.7676330121492
2015-10,MADRID,385.51,2.7,4.3,Duplex,13.996835122651687,8.846094742252987,19.146952834968666,2.158153574761734,5.394086021505377,914.5576763021925,910.7676330121492
2015-10,MADRID,493.65,2.8,4.5,Casa Unifamiliar,13.996835122651687,8.846094742252987,19.146952834968666,2.158153574761734,5.394086021505377,914.5576763021925,910.7676330121492
2015-11,MADRID,272.55,2.7,5.9,Piso,10.683238828738054,4.937933780945004,16.427102783224687,1.9860140415140415,6.737777777777778,921.8897407407408,917.2421111111111
2015-11,MADRID,355.54,2.2,6.0,Adosado,10.683238828738054,4.937933780945004,16.427102783224687,1.9860140415140415,6.737777777777778,921.8897407407408,917.2421111111111
