Fecha,Provincia,Consumo energético (kWh/m²),Media de residentes,Potencia contratada (kW),Tipo de vivienda,TMEDIA,TMIN,TMAX,VELMEDIA,SOL,PRESMAX,PRESMIN
2014-04,SEVILLA,204.86,4.3,4.5,Piso,17.434520146520146,11.201410256410258,23.665311355311356,2.648730158730159,8.7,989.8773333333334,985.2853333333333
2014-04,SEVILLA,400.0,5.0,5.2,Adosado,17.434520146520146,11.201410256410258,23.665311355311356,2.648730158730159,8.7,989.8773333333334,985.2853333333333
2014-04,SEVILLA,394.43,4.0,6.4,Duplex,17.434520146520146,11.201410256410258,23.665311355311356,2.648730158730159,8.7,989.8773333333334,985.2853333333333
2014-04,SEVILLA,600.0,3.4,4.6,Casa Unifamiliar,17.434520146520146,11.201410256410258,23.665311355311356,2.648730158730159,8.7,989.8773333333334,985.2853333333333
2014-05,SEVILLA,192.17,4.2,4.6,Piso,20.38299539170507,12.896850998463902,27.863486943164364,2.7299539170506915,12.274193548387096,988.468870967742,984.828870967742
2014-05,SEVILLA,254.32,3.6,6.0,Adosado,20.38299539170507,12.896850998463902,27.863486943164364,2.7299539170506915,12.274193548387096,988.468870967742,984.828870967742
2014-05,SEVILLA,428.95,2.4,5.5,Duplex,20.38299539170507,12.896850998463902,27.863486943164364,2.7299539170506915,12.274193548387096,988.468870967742,984.828870967742
2014-05,SEVILLA,565.78,2.6,5.1,Casa Unifamiliar,20.38299539170507,12.896850998463902,27.863486943164364,2.7299539170506915,12.274193548387096,988.468870967742,984.828870967742
2014-06,SEVILLA,195.27,2.4,3.8,Piso,22.835433455433456,15.543802197802197,30.128757020757018,2.894945054945055,11.926666666666668,990.5314999999999,987.3111666666666
2014-06,SEVILLA,400.0,3.3,5.1,Adosado,22.835433455433456,15.543802197802197,30.128757020757018,2.894945054945055,11.926666666666668,990.5314999999999,987.3111666666666
2014-06,SEVILLA,378.65,2.5,6.2,Duplex,22.835433455433456,15.543802197802197,30.128757020757018,2.894945054945055,11.926666666666668,990.5314999999999,987.3111666666666
2014-06,SEVILLA,525.44,2.6,5.2,Casa Unifamiliar,22.835433455433456,15.543802197802197,30.128757020757018,2.894945054945055,11.926666666666668,990.5314999999999,987.3111666666666
2014-07,SEVILLA,252.22,4.9,3.4,Piso,25.35589389105518,17.554491315136477,33.15695911615266,2.8832801606995155,12.030645161290321,988.5022580645161,985.3064516129032
2014-07,SEVILLA,393.96,4.8,6.4,Adosado,25.35589389105518,17.554491315136477,33.15695911615266,2.8832801606995155,12.030645161290321,988.5022580645161,985.3064516129032
2014-07,SEVILLA,413.75,3.9,3.9,Duplex,25.35589389105518,17.554491315136477,33.15695911615266,2.8832801606995155,12.030645161290321,988.5022580645161,985.3064516129032
2014-07,SEVILLA,598.09,3.1,6.2,Casa Unifamiliar,25.35589389105518,17.554491315136477,33.15695911615266,2.8832801606995155,12.030645161290321,988.5022580645161,985.3064516129032
2014-08,SEVILLA,281.68,2.2,5.5,Piso,26.405151837409903,18.144817440623893,34.6642632636181,2.691527827011698,12.329032258064515,988.6553225806451,985.2798387096774
2014-08,SEVILLA,338.0,2.8,3.6,Adosado,26.405151837409903,18.144817440623893,34.6642632636181,2.691527827011698,12.329032258064515,988.6553225806451,985.2798387096774
2014-08,SEVILLA,450.0,3.4,5.4,Duplex,26.405151837409903,18.144817440623893,34.6642632636181,2.691527827011698,12.329032258064515,988.6553225806451,985.2798387096774
2014-08,SEVILLA,524.68,3.4,5.4,Casa Unifamiliar,26.405151837409903,18.144817440623893,34.6642632636181,2.691527827011698,12.329032258064515,988.6553225806451,985.2798387096774
2014-09,SEVILLA,255.87,3.4,4.9,Piso,23.06440415140415,17.24429548229548,28.88408913308913,2.3643323343323344,8.435,992.421,989.3668333333334
2014-09,SEVILLA,304.46,3.4,5.7,Adosado,23.06440415140415,17.24429548229548,28.88408913308913,2.3643323343323344,8.435,992.421,989.3668333333334
2014-09,SEVILLA,426.81,4.5,6.2,Duplex,23.06440415140415,17.24429548229548,28.88408913308913,2.3643323343323344,8.435,992.421,989.3668333333334
2014-09,SEVILLA,585.0,2.3,4.1,Casa Unifamiliar,23.06440415140415,17.24429548229548,28.88408913308913,2.3643323343323344,8.435,992.421,989.3668333333334
2014-10,SEVILLA,211.0,2.8,6.5,Piso,20.82917050691244,14.93394777265745,26.731182795698924,2.1680757414628387,8.279032258064515,991.1329032258064,987.3883870967742
2014-10,SEVILLA,281.51,3.9,4.8,Adosado,20.82917050691244,14.93394777265745,26.731182795698924,2.1680757414628387,8.279032258064515,991.1329032258064,987.3883870967742
2014-10,SEVILLA,450.0,3.9,6.1,Duplex,20.82917050691244,14.93394777265745,26.731182795698924,2.1680757414628387,8.279032258064515,991.1329032258064,987.3883870967742
2014-10,SEVILLA,564.16,4.2,4.6,Casa Unifamiliar,20.82917050691244,14.93394777265745,26.731182795698924,2.1680757414628387,8.279032258064515,991.1329032258064,987.3883870967742
2014-11,SEVILLA,300.0,4.1,4.0,Piso,14.591709401709402,10.349828449328449,18.83693650793651,2.3426800976800974,5.911666666666666,988.5111666666667,982.7601666666667
2014-11,SEVILLA,339.92,4.6,4.6,Adosado,14.591709401709402,10.349828449328449,18.83693650793651,2.3426800976800974,5.911666666666666,988.5111666666667,982.7601666666667
2014-11,SEVILLA,428.52,3.9,5.3,Duplex,14.591709401709402,10.349828449328449,18.83693650793651,2.3426800976800974,5.911666666666666,988.5111666666667,982.7601666666667
2014-11,SEVILLA,536.4,4.9,3.3,Casa Unifamiliar,14.591709401709402,10.349828449328449,18.83693650793651,2.3426800976800974,5.911666666666666,988.5111666666667,982.7601666666667
2014-12,SEVILLA,290.04,2.2,3.9,Piso,9.577004608294931,4.373775257001063,14.768673047382725,1.8121942573555478,6.856451612903226,997.7472580645161,993.4593548387097
2014-12,SEVILLA,326.6,4.5,4.7,Adosado,9.577004608294931,4.373775257001063,14.768673047382725,1.8121942573555478,6.856451612903226,997.7472580645161,993.4593548387097
2014-12,SEVILLA,350.29,3.4,6.3,Duplex,9.577004608294931,4.373775257001063,14.768673047382725,1.8121942573555478,6.856451612903226,997.7472580645161,993.4593548387097
2014-12,SEVILLA,497.53,4.9,5.4,Casa Unifamiliar,9.577004608294931,4.373775257001063,14.768673047382725,1.8121942573555478,6.856451612903226,997.7472580645161,993.4593548387097
2015-01,SEVILLA,255.17,3.5,5.7,Piso,9.10468509984639,3.139846390168971,15.064254992319508,2.2988479262672814,7.483870967741935,999.4877419354839,993.9941935483871
2015-01,SEVILLA,353.62,3.6,6.3,Adosado,9.10468509984639,3.139846390168971,15.064254992319508,2.2988479262672814,7.483870967741935,999.4877419354839,993.9941935483871
2015-01,SEVILLA,450.0,2.9,6.3,Duplex,9.10468509984639,3.139846390168971,15.064254992319508,2.2988479262672814,7.483870967741935,999.4877419354839,993.9941935483871
2015-01,SEVILLA,585.43,2.8,4.9,Casa Unifamiliar,9.10468509984639,3.139846390168971,15.064254992319508,2.2988479262672814,7.483870967741935,999.4877419354839,993.9941935483871
2015-02,SEVILLA,200.72,5.0,4.1,Piso,9.543826530612245,4.297482993197279,14.795238095238096,2.710714285714286,6.916071428571429,993.9626785714287,989.0494642857142
